STAT_ID,STAT_REG1,STAT_REG2,STAT_REG3,STAT_HS
SA,PVC 코팅 직물(Textiles or Fabrics coated by PVC),한국,반덤핑(조사중),"39269061,59031000"
ID,과당 시럽(Fructose syrup),전세계,세이프가드(규제중),17026020
ID,"궐련지 및 플래그랩 용지
(Cigarette paper and Plug Wrap Paper)",전세계,세이프가드(규제중),"48132021,48132023,48132031,48132032,48139011,48139019,48139091,48139099"
ID,석도강판 (Tin plate),"중국, 한국, 대만",반덤핑(규제중),"72101210,72101290"
ID,"의복 및 악세서리
(Apparel and its accessories) ",전세계,세이프가드(규제중),"61012000,61013000,61019000,61022000,61023000,61029000,61031000,61032200,61032300,61032900,61033200,61033300,61033900,61034200,61034300,61034900,61041300,61041920,61041990,61042200,61042300,61042900,61043200,61043300,61043900,61044300,61044400,61044900,61045200,61045300,61045900,61046200,61046300,61046900,61051000,61052010,61052020,61059000,61061000,61062000,61069000,61091010,61091020,61099020,61099030,61102000,61103000,61109000,61112000,61113000,61119090,61171010,61171090,62013010,62013090,62014010,62014090,62019021,62019029,62019090,62023010,62023090,62024010,62024090,62029020,62029090,62031200,62031911,62031919,62031990,62032210,62032290,62032990,62033210,62033290,62033300,62033900,62034210,62034290,62034300,62034990,62041210,62041290,62041300,62041990,62042210,62042290,62042300,62042990,62043210,62043290,62043300,62043990,62044210,62044290,62044300,62044400,62044910,62044990,62045210,62045290,62046200,62046300,62046900,62052010,62052090,62053090,62059091,62059099,62063010,62063090,62064000,62069000,62092030,62092040,62092090,62093010,62093030,62093040,62093090,62099000,62143010,62143090,62144010,62144090,62144090,62149010,62149090"
ID,"폴리스티렌
(Expansible Polystyrene (EPS))",전세계,세이프가드(규제중),39031110
ID,폴리프로필렌 중합체(polypropylene copolymer),"한국, 베트남, UAE,  말레이시아, 싱가포르",반덤핑(조사중),39023090
ID,"광물성 울제품(Slag Wool, Rock Wool, and Similar Mineral Wools (Including Intermixtures Thereof), In Bulk, Sheets
or Rolls)",전세계,세이프가드(조사중),68061000
ID,면직물(Cotton Fabric),전세계,세이프가드(조사중),"52082100,52082200,52083190,52083300,52084190,52084210,52084290,52084300,52085210,52085920,52085990,52091110,52091190,52091900,52092100,52093100,52094900,52095110,52102100,52103200,52104110,52104900,52105110,52105910,52105990,52113100,52113200,52113900,52115910,52115990,52121590,52122100,52122300"
ID,합성 필라멘트사(Artificial filament yarn),전세계,세이프가드(조사중),"54031000,54033110,54033190,54033290,54034190 "
ID,합성 필라멘트사 직물(Woven fabrics of artificial filament yarn),전세계,세이프가드(조사중),"540821,540831,540833"
ID,면사(Cotton Yarn),전세계,세이프가드(조사중),"520411,520419,520420,520511,520512,520521,520522,520524,520526,520532,520541,520542,520543,520547,520548,520611,520612,520614,520621,520623,520624,520625,520631,520632,520633,520642,520645"
FI,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
FI,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
FI,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
FI,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
FI, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
FI,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
FI,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
FI,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
BG,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
BG,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
BG,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
BG,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
BG, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
BG,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
BG,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
BG,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
PH,"고밀도 폴리에틸렌 (HDPE, High-Density Polyethylene)",전세계,세이프가드(규제중),39012000
PH,LPG 스틸 실린더(LPG Steel Cylinders),전세계,세이프가드(조사중),7311
GR,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
GR,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
GR,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
GR,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
GR, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
GR,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
GR,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
GR,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
HR,감열지(특정 경량지)(Thermal paper (certain lightweight)),한국,반덤핑(규제중),"4809900010,4811900010,4816900010,4823908520"
HR,감열지(특정 중량지)(Thermal paper (certain heavyweight)),한국,반덤핑(규제중),"4809900020,4811590020,4811900020"
HR,고흡수성 수지(Super absorbent polymers),한국,반덤핑(규제중),3906909017
HR,실리콘 메탈(Silicon metal),"중국(한국, 대만)",반덤핑(규제중),28046900
HR, 전기강판(Grain-oriented flat-rolled products of electrical steel (GOES)),"일본, 중국, 한국, 러시아, 미국 ",반덤핑(규제중),"7225110011,7225110015,7225110019,7226110012,7226110014,7226110016,7226110092,7226110094,7226110096"
HR,철강 로프 및 케이블(Steel Ropes and Cables),"한국, 중국, 모로코",반덤핑(규제중),"7312108113,7312108119,7312108313,7312108319,7312108513,7312108519,7312108913,7312108919,7312109813,7312109819"
HR,철강제품(Steel Products),전세계,세이프가드(규제중),"72,73"
HR,철강제 관연결구류(Tube and pipe fittings of iron or steel),"한국, 러시아, 말레이시아",반덤핑(규제중),"7307931191,7307931193,7307931194,7307931195,7307931199,7307931991,7307931993,7307931994,7307931995,7307931999,7307998092,7307998093,7307998094,7307998095,7307998098"
PK,과산화수소(Hydrogen Peroxide),"방글라데시, 벨기에, 중국, 인도네시아, 태국, 대만, 튀르키예, 한국",반덤핑(규제중),28470000
PK,냉간압연 코일/시트(Cold Rolled Coils/Sheets),"EU,한국,대만,베트남",반덤핑(규제중),"72091510,72091590,72091610,72091690,72091710,72091810,72091891,72091899,72092510,72092590,72092610,72092690,72092710,72092790,72092810,72092890"
PK,황색 무기크롬 안료(Inorganic Yellow Chrome Pigment),"한국, 인도",반덤핑(규제중),32062010
PK,무수프탈산(Phthalic Anhydride),"중국, 대만, 한국, 러시아",반덤핑(규제중),29173500
PK,술폰산(Sulphonic Acid),"한국, 중국, 인도네시아, 이란, 대만, 인도",반덤핑(규제중),34021110
PK,폴리염화비닐 수지(Polyvinyl Chloride Resin),"한국, 중국, 태국, 대만",반덤핑(규제중),39041090
PK,백판지(한쪽 코팅된 이중 보드_회색 뒷면)(One Side Coated Duplex Board–Grey Back),"한국, 중국, 인도네시아",반덤핑(규제중),"48109200,48109900"
PK,오프셋 프린팅 잉크(Offest Printing Ink),"한국, 중국",반덤핑(규제중),"32151110,32151190,32151910,32151990"
MA,냉연판 및 코팅판(cold rolled sheets and plated or coated sheets),전세계,세이프가드(규제중),"7209,7210,7211,7212,7225,7226"
MA,열연판(Hot-rolled sheets),전세계,세이프가드(규제중),"7208,721113,721114,721119,722530,722540,7226200011,7226200021,7226200030,7226200040,7226200051,7226200052,7226200059,722691,7226999091,7226999099"
